"term_id","langs","country","term","type","code_lang","hl","gl","Collection date","Result number","Link","domain","top-level domain","link_type","link_accessibility","site_type","content_producer","How recent is the information?","What is the author background?","Are there major scientific errors in the link?","How accurate is the scientific content presented in the link?","Jargon score","Are the following sources available in the link? (mark all that apply)","agg_sci_qual","agg_sci_qual_norm","ndcg"
"71","French","Paris,Paris,Ile-de-France,France","Sécheresse","Socio-Scientific Issues","fr","fr","fr","4.12.2022",7,"http://propluvia.developpement-durable.gouv.fr/propluvia/faces/index.jsp","propluvia.developpement-durable.gouv.fr","developpement-durable.gouv.fr",1,1,5,1,1,1,2,3,1,"4,5,6",8,3.25,0.946184002767352
"71","French","Kinshasa,Democratic Republic of the Congo","Sécheresse","Socio-Scientific Issues","fr","fr","cg","4.12.2022",7,"https://www.eaufrance.fr/la-secheresse","www.eaufrance.fr","eaufrance.fr",1,1,5,1,1,1,2,3,2,"5,6",6,2.5,0.976633312359638
"71","French","Paris,Paris,Ile-de-France,France","Sécheresse","Socio-Scientific Issues","fr","fr","fr","4.12.2022",8,"https://www.liberation.fr/environnement/climat/arretes-secheresse-une-vingtaine-de-departements-concernes-en-decembre-et-au-dela-20221202_SG7KQ6ARZFGP7ECHIVSMYDKSWM/","www.liberation.fr","liberation.fr",1,1,5,11,4,2,2,3,3,"5,6",9.5,4.75,0.946184002767352
"71","French","Kinshasa,Democratic Republic of the Congo","Sécheresse","Socio-Scientific Issues","fr","fr","cg","4.12.2022",8,"https://www.ouest-france.fr/meteo/secheresse/","www.ouest-france.fr","ouest-france.fr",1,4,2,11,1,1,0,0,0,"5,6",4,1.25,0.976633312359638
"71","French","Kinshasa,Democratic Republic of the Congo","Sécheresse","Socio-Scientific Issues","fr","fr","cg","4.12.2022",12,"https://cap-net.org/gestion-de-la-secheresse/","cap-net.org","cap-net.org",1,1,1,4,1,1,2,3,3,"1",5,2.5,0.976633312359638
"71","French","Paris,Paris,Ile-de-France,France","Sécheresse","Socio-Scientific Issues","fr","fr","fr","4.12.2022",13,"https://www.francetvinfo.fr/meteo/secheresse/","www.francetvinfo.fr","francetvinfo.fr",1,1,5,11,4,1,2,3,3,"5, 6",9,4.5,0.946184002767352
"74-B","French","Paris,Paris,Ile-de-France,France","changement climatique faux","Conspiracy Theories","fr","fr","fr","20.9.2022",1,"https://climate.selectra.com/fr/actualites/rechauffement-climatique-vrai-faux","climate.selectra.com","selectra.com",1,1,1,15,4,2,2,NA,3,"6,7,8",6.5,3.5,0.986604763763464
"74-B","French","Paris,Paris,Ile-de-France,France","changement climatique faux","Conspiracy Theories","fr","fr","fr","20.9.2022",2,"https://information.tv5monde.com/info/vrai-ou-faux-tout-savoir-sur-le-changement-climatique-5206","information.tv5monde.com","tv5monde.com",1,1,5,15,4,3,2,NA,3,"6, 5, 2007",7,3.5,0.986604763763464
"74-B","French","Paris,Paris,Ile-de-France,France","changement climatique faux","Conspiracy Theories","fr","fr","fr","20.9.2022",3,"https://photo.caminteresse.fr/les-fausses-theories-sur-le-rechauffement-climatique-41999","photo.caminteresse.fr","caminteresse.fr",1,1,1,15,1,1,2,NA,3,"4,6,7,8",6,2.5,0.986604763763464
"74-B","French","Paris,Paris,Ile-de-France,France","changement climatique faux","Conspiracy Theories","fr","fr","fr","20.9.2022",4,"https://www.france24.com/fr/plan%C3%A8te/20211031-vrai-ou-faux-les-arguments-des-climato-sceptiques-pass%C3%A9s-au-crible","www.france24.com","france24.com",1,1,1,11,4,2,2,NA,3,"4,6",5.5,2.75,0.986604763763464
"74-B","French","Paris,Paris,Ile-de-France,France","changement climatique faux","Conspiracy Theories","fr","fr","fr","20.9.2022",5,"https://fr.wikipedia.org/wiki/Controverses_sur_le_r%C3%A9chauffement_climatique","fr.wikipedia.org","wikipedia.org",1,1,1,10,4,1,2,NA,2,"6",5,2.75,0.986604763763464
"74-B","French","Paris,Paris,Ile-de-France,France","changement climatique faux","Conspiracy Theories","fr","fr","fr","20.9.2022",7,"https://savoir.media/node/1867","savoir.media","savoir.media",1,1,5,11,1,3,2,NA,3,"6, 5",5,2,0.986604763763464
"74-B","French","Paris,Paris,Ile-de-France,France","changement climatique faux","Conspiracy Theories","fr","fr","fr","20.9.2022",8,"https://www.youtube.com/watch?v=GHS-STRjMQI","www.youtube.com","youtube.com",1,1,3,14,4,1,2,NA,3,"1",4,2.25,0.986604763763464
"74-B","French","Paris,Paris,Ile-de-France,France","changement climatique faux","Conspiracy Theories","fr","fr","fr","20.9.2022",9,"https://www.youtube.com/watch?v=TpbZYwH0X90","www.youtube.com","youtube.com",1,1,3,14,4,2,2,NA,3,"3,4,5,8",6.5,3.25,0.986604763763464
"74-B","French","Kinshasa,Democratic Republic of the Congo","changement climatique faux","Conspiracy Theories","fr","fr","cg","20.9.2022",10,"https://reseauactionclimat.org/reponses-climatosceptiques/","reseauactionclimat.org","reseauactionclimat.org",1,1,1,2,1,2,2,NA,3,"4",3.5,1.5,1
"79-B","French","Paris,Paris,Ile-de-France,France","terre plate","Conspiracy Theories","fr","fr","fr","20.9.2022",1,"https://fr.wikipedia.org/wiki/Mythe_de_la_Terre_plate","fr.wikipedia.org","wikipedia.org",1,1,5,10,4,1,2,NA,2,"5,6,8",7,3.5,0.963420035864733
"79-B","French","Paris,Paris,Ile-de-France,France","terre plate","Conspiracy Theories","fr","fr","fr","20.9.2022",2,"https://www.cite-sciences.fr/fileadmin/_migrated/content_uploads/GRu-dossierenseignant-laterreestplate-argument_01.pdf","www.cite-sciences.fr","cite-sciences.fr",1,1,1,7,1,1,2,NA,3,"8",4,2,0.963420035864733
"79-B","French","Paris,Paris,Ile-de-France,France","terre plate","Conspiracy Theories","fr","fr","fr","20.9.2022",3,"https://www.youtube.com/watch?v=IQB4A4EEr4E","www.youtube.com","youtube.com",1,1,3,14,4,2,2,NA,3,"3,9",5.5,3,0.963420035864733
"79-B","French","Paris,Paris,Ile-de-France,France","terre plate","Conspiracy Theories","fr","fr","fr","20.9.2022",4,"https://www.youtube.com/watch?v=8jyaY2oWIeg","www.youtube.com","youtube.com",1,1,3,14,4,2,2,NA,3,"3,5",4.5,2.5,0.963420035864733
"79-B","French","Paris,Paris,Ile-de-France,France","terre plate","Conspiracy Theories","fr","fr","fr","20.9.2022",5,"https://www.nationalgeographic.fr/sciences/un-francais-sur-10-pense-que-la-terre-est-plate","www.nationalgeographic.fr","nationalgeographic.fr",1,1,5,7,1,2,2,NA,3,"5,6",5.5,2.25,0.963420035864733
"79-B","French","Paris,Paris,Ile-de-France,France","terre plate","Conspiracy Theories","fr","fr","fr","20.9.2022",6,"https://www.nationalgeographic.fr/espace/2021/08/la-terre-est-elle-vraiment-ronde","www.nationalgeographic.fr","nationalgeographic.fr",1,1,5,7,4,2,2,NA,3,"5,6",6.5,3.25,0.963420035864733
"79-B","French","Paris,Paris,Ile-de-France,France","terre plate","Conspiracy Theories","fr","fr","fr","20.9.2022",7,"https://www.amazon.fr/terre-est-plate-Thomas-FRIEDMAN/dp/2262033420","www.amazon.fr","amazon.fr",1,1,2,12,1,1,2,NA,3,"3,6",4,1.5,0.963420035864733
"79-B","French","Paris,Paris,Ile-de-France,France","terre plate","Conspiracy Theories","fr","fr","fr","20.9.2022",8,"https://www.cairn.info/magazine-books-2018-12-page-24.htm","www.cairn.info","cairn.info",1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.963420035864733
"79-B","French","Paris,Paris,Ile-de-France,France","terre plate","Conspiracy Theories","fr","fr","fr","20.9.2022",9,"https://usbeketrica.com/fr/video/theorie-du-complot-la-preuve-que-la-terre-est-plate","usbeketrica.com","usbeketrica.com",1,1,3,7,3,2,2,NA,3,"6",5.5,2.25,0.963420035864733
"79-B","French","Kinshasa,Democratic Republic of the Congo","terre plate","Conspiracy Theories","fr","fr","cg","20.9.2022",10,"https://www.lumni.fr/video/la-terre-est-plate-en-2","www.lumni.fr","lumni.fr",1,1,3,6,4,1,2,NA,3,"4,5",6,3,1
"79-B","French","Paris,Paris,Ile-de-France,France","terre plate","Conspiracy Theories","fr","fr","fr","20.9.2022",10,"https://www.nouvelobs.com/rue89/rue89-sciences/20160820.RUE3638/j-ai-essaye-d-interviewer-quelqu-un-qui-croit-que-la-terre-est-plate.html","www.nouvelobs.com","nouvelobs.com",1,1,5,11,3,2,2,NA,3,"3, 5, 2006",4.5,1.75,0.963420035864733
"5","Portuguese","Lisbon,Lisbon,Portugal","ambiente","Canonical Scientific Issues","pt","pt-PT","pt","4.12.2022",2,"https://siliamb.apambiente.pt/pages/public/login.xhtml","siliamb.apambiente.pt","apambiente.pt",1,1,1,1,1,1,2,3,3,"1",5,2.5,0.903810128872973
"5","Portuguese","Brasilia,Federal District,Brazil","ambiente","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",2,"https://www.dicio.com.br/ambiente/","www.dicio.com.br","dicio.com.br",1,1,5,10,1,1,2,3,3,"5.6",9,4,0.956695057944938
"5","Portuguese","Lisbon,Lisbon,Portugal","ambiente","Canonical Scientific Issues","pt","pt-PT","pt","4.12.2022",3,"https://rea.apambiente.pt/","rea.apambiente.pt","apambiente.pt",1,1,5,1,4,1,2,3,3,"5,6",9,4.5,0.903810128872973
"5","Portuguese","Brasilia,Federal District,Brazil","ambiente","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",3,"https://e.ambiente.sp.gov.br/atendimento/","e.ambiente.sp.gov.br","ambiente.sp.gov.br",1,4,2,1,1,1,0,0,0,"5.6",6,2.25,0.956695057944938
"5","Portuguese","Lisbon,Lisbon,Portugal","ambiente","Canonical Scientific Issues","pt","pt-PT","pt","4.12.2022",4,"https://apambiente.pt/apa/ambiente-e-saude","apambiente.pt","apambiente.pt",1,1,5,1,1,1,2,3,3,"5,6",8,3.5,0.903810128872973
"5","Portuguese","Brasilia,Federal District,Brazil","ambiente","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",4,"https://e.ambiente.sp.gov.br/portal/","e.ambiente.sp.gov.br","ambiente.sp.gov.br",1,4,2,1,1,1,0,0,0,"6",4,1.5,0.956695057944938
"5","Portuguese","Brasilia,Federal District,Brazil","ambiente","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",9,"https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/ambiente/","michaelis.uol.com.br","uol.com.br",1,1,1,10,1,1,2,3,3,"6",8,3.75,0.956695057944938
"5","Portuguese","Lisbon,Lisbon,Portugal","ambiente","Canonical Scientific Issues","pt","pt-PT","pt","4.12.2022",12,"https://www.esposendeambiente.pt/","www.esposendeambiente.pt","esposendeambiente.pt",1,1,1,12,1,1,2,2,3,"5,6",6,2.5,0.903810128872973
"8","Portuguese","Brasilia,Federal District,Brazil","poluição","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",1,"https://brasilescola.uol.com.br/biologia/poluicao.htm","brasilescola.uol.com.br","uol.com.br",1,1,5,6,1,3,2,3,2,"5,6,9",9,4,0.989125611926261
"8","Portuguese","Brasilia,Federal District,Brazil","poluição","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",2,"https://www.todamateria.com.br/poluicao/","www.todamateria.com.br","todamateria.com.br",1,1,5,6,1,3,2,3,2,"5,6.8",9,4,0.989125611926261
"8","Portuguese","Lisbon,Lisbon,Portugal","poluição","Canonical Scientific Issues","pt","pt-PT","pt","4.12.2022",4,"https://lifestyle.sapo.pt/vida-e-carreira/ecologia/artigos/parlamento-rejeita-proibir-voos-noturnos-e-restringir-jatos-privados","lifestyle.sapo.pt","sapo.pt",3,1,5,11,4,2,2,3,3,"5",7.5,4,0.945107992212391
"8","Portuguese","Brasilia,Federal District,Brazil","poluição","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",4,"https://www.biologianet.com/ecologia/poluicao.htm","www.biologianet.com","biologianet.com",1,1,5,6,1,2,2,3,2,"5.6",7.5,3.25,0.989125611926261
"8","Portuguese","Lisbon,Lisbon,Portugal","poluição","Canonical Scientific Issues","pt","pt-PT","pt","4.12.2022",5,"https://www.publico.pt/2022/12/03/azul/noticia/criancas-respiram-ar-poluido-maior-risco-ficar-tras-escola-2029893","www.publico.pt","publico.pt",3,1,5,11,4,2,2,3,1,"5,6,9",8.5,4.25,0.945107992212391
"8","Portuguese","Brasilia,Federal District,Brazil","poluição","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",5,"https://noticias.r7.com/jr-na-tv/videos/israel-exporta-para-o-mundo-projeto-para-ajudar-a-reduzir-a-poluicao-03122022","noticias.r7.com","r7.com",3,1,5,11,4,1,2,2,0,"5",6,3.25,0.989125611926261
"8","Portuguese","Lisbon,Lisbon,Portugal","poluição","Canonical Scientific Issues","pt","pt-PT","pt","4.12.2022",8,"https://www.miseria.com.br/ultimas-noticias/policia/homem-e-preso-em-granjeiro-por-crime-de-poluicao-sonora-e-desacato/","www.miseria.com.br","miseria.com.br",3,4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.945107992212391
"8","Portuguese","Lisbon,Lisbon,Portugal","poluição","Canonical Scientific Issues","pt","pt-PT","pt","4.12.2022",9,"https://www.preparaenem.com/geografia/poluicao.htm","www.preparaenem.com","preparaenem.com",1,1,5,6,1,2,2,3,3,"5,6,9",9.5,4.25,0.945107992212391
"8","Portuguese","Lisbon,Lisbon,Portugal","poluição","Canonical Scientific Issues","pt","pt-PT","pt","4.12.2022",11,"https://apambiente.pt/ar-e-ruido/poluicao-do-ar","apambiente.pt","apambiente.pt",1,1,5,1,1,1,2,3,2,"5,6,9",8,3.5,0.945107992212391
"8","Portuguese","Brasilia,Federal District,Brazil","poluição","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",12,"https://www.ecycle.com.br/poluicao/","www.ecycle.com.br","ecycle.com.br",1,1,5,12,1,1,2,3,2,"5.6",6,2.5,0.989125611926261
"8","Portuguese","Brasilia,Federal District,Brazil","poluição","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",13,"https://www.youtube.com/watch?v=q8stWOJY1I0","www.youtube.com","youtube.com",2,1,3,14,4,3,2,3,2,"3,5.6",8,4,0.989125611926261
"8","Portuguese","Brasilia,Federal District,Brazil","poluição","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",15,"https://www.youtube.com/watch?v=cVnzWellGh0","www.youtube.com","youtube.com",2,1,3,14,1,1,2,3,3,"3,5.6",7,3,0.989125611926261
"12","Portuguese","Brasilia,Federal District,Brazil","fungo","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",1,"https://brasilescola.uol.com.br/biologia/fungi.htm","brasilescola.uol.com.br","uol.com.br",1,1,5,6,1,3,2,3,2,"5,6.9",9,4,0.986415148753778
"12","Portuguese","Brasilia,Federal District,Brazil","fungo","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",2,"https://www.biologianet.com/biodiversidade/fungos.htm","www.biologianet.com","biologianet.com",1,1,5,6,1,2,2,3,2,"5.6",7.5,3.25,0.986415148753778
"12","Portuguese","Brasilia,Federal District,Brazil","fungo","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",3,"https://www.todamateria.com.br/fungos/","www.todamateria.com.br","todamateria.com.br",1,1,1,6,1,3,2,3,2,"6.9",8,3.75,0.986415148753778
"12","Portuguese","Brasilia,Federal District,Brazil","fungo","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",8,"https://www.youtube.com/watch?v=Rhet3-4kWdg","www.youtube.com","youtube.com",2,1,3,14,4,3,2,3,2,"5.6",8,4,0.986415148753778
"12","Portuguese","Lisbon,Lisbon,Portugal","fungo","Canonical Scientific Issues","pt","pt-PT","pt","4.12.2022",9,"https://brasilescola.uol.com.br/biologia/fungi.htm","brasilescola.uol.com.br","uol.com.br",1,1,5,6,1,3,2,3,2,"5,6,7,9",8,3.5,1
"12","Portuguese","Brasilia,Federal District,Brazil","fungo","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",10,"https://mundoeducacao.uol.com.br/biologia/classificacao-dos-fungos.htm","mundoeducacao.uol.com.br","uol.com.br",1,1,5,6,1,2,2,3,2,"5.6",7.5,3.25,0.986415148753778
"13","Portuguese","Brasilia,Federal District,Brazil","mamífero","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",1,"https://brasilescola.uol.com.br/biologia/mamiferos.htm","brasilescola.uol.com.br","uol.com.br",1,1,5,6,1,3,2,3,2,"5,6.9",9,4,0.996251156313656
"13","Portuguese","Brasilia,Federal District,Brazil","mamífero","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",3,"https://escolakids.uol.com.br/ciencias/mamiferos.htm","escolakids.uol.com.br","uol.com.br",1,1,5,6,1,3,2,3,2,"5,6.9",9,4,0.996251156313656
"13","Portuguese","Lisbon,Lisbon,Portugal","mamífero","Canonical Scientific Issues","pt","pt-PT","pt","4.12.2022",4,"https://mundoeducacao.uol.com.br/biologia/classe-mammalia.htm","mundoeducacao.uol.com.br","uol.com.br",1,1,5,6,1,2,2,3,1,"5,7",5.5,2.5,0.910718341553438
"13","Portuguese","Brasilia,Federal District,Brazil","mamífero","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",4,"https://www.youtube.com/watch?v=--UZIchwfl8","www.youtube.com","youtube.com",2,1,3,14,4,3,2,3,2,"3,5.6",8,4,0.996251156313656
"13","Portuguese","Lisbon,Lisbon,Portugal","mamífero","Canonical Scientific Issues","pt","pt-PT","pt","4.12.2022",5,"https://brasilescola.uol.com.br/biologia/mamiferos.htm","brasilescola.uol.com.br","uol.com.br",1,1,5,6,1,3,2,3,2,"5,6,9",9,4,0.910718341553438
"13","Portuguese","Brasilia,Federal District,Brazil","mamífero","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",6,"https://www.youtube.com/watch?v=VtF2KDctp24","www.youtube.com","youtube.com",2,1,3,14,4,2,2,3,2,"5.6",6.5,3.25,0.996251156313656
"13","Portuguese","Brasilia,Federal District,Brazil","mamífero","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",7,"https://www.todamateria.com.br/mamiferos/","www.todamateria.com.br","todamateria.com.br",1,1,5,6,1,3,2,3,2,"5,6.9",9,4,0.996251156313656
"13","Portuguese","Lisbon,Lisbon,Portugal","mamífero","Canonical Scientific Issues","pt","pt-PT","pt","4.12.2022",10,"https://dicionario.priberam.org/mam%C3%ADfero","dicionario.priberam.org","priberam.org",1,1,1,10,1,1,2,3,3,"6",7,3.25,0.910718341553438
"13","Portuguese","Brasilia,Federal District,Brazil","mamífero","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",12,"https://www.infoescola.com/biologia/mamiferos/","www.infoescola.com","infoescola.com",1,1,5,6,1,2,2,3,2,"5,6.8",8.5,3.75,0.996251156313656
"16","Portuguese","Brasilia,Federal District,Brazil","solução","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",1,"https://mundoeducacao.uol.com.br/quimica/solucoes.htm","mundoeducacao.uol.com.br","uol.com.br",1,1,5,6,1,2,2,3,2,"4,5,6,7,9",8.5,3.5,0.988122654589992
"16","Portuguese","Lisbon,Lisbon,Portugal","solução","Canonical Scientific Issues","pt","pt-PT","pt","4.12.2022",2,"https://dicionario.priberam.org/solu%C3%A7%C3%A3o","dicionario.priberam.org","priberam.org",1,1,1,10,1,1,2,3,3,"6",7,3.25,1
"16","Portuguese","Brasilia,Federal District,Brazil","solução","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",2,"https://brasilescola.uol.com.br/quimica/solucoes.htm","brasilescola.uol.com.br","uol.com.br",1,1,5,6,1,2,2,3,2,"5.6",6.5,2.75,0.988122654589992
"16","Portuguese","Brasilia,Federal District,Brazil","solução","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",4,"https://www.todamateria.com.br/solucoes-quimicas/","www.todamateria.com.br","todamateria.com.br",1,1,5,6,1,3,2,3,2,"5,6,7,9",8,3.5,0.988122654589992
"16","Portuguese","Lisbon,Lisbon,Portugal","solução","Canonical Scientific Issues","pt","pt-PT","pt","4.12.2022",5,"https://www.manualdaquimica.com/fisico-quimica/solucoes-quimicas.htm","www.manualdaquimica.com","manualdaquimica.com",1,1,5,6,1,1,2,3,2,"5,7",6,2.75,1
"16","Portuguese","Brasilia,Federal District,Brazil","solução","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",10,"https://www.infopedia.pt/dicionarios/lingua-portuguesa/solu%C3%A7%C3%A3o","www.infopedia.pt","infopedia.pt",1,1,1,10,1,1,2,3,2,"6",6,2.75,0.988122654589992
"20","Portuguese","Brasilia,Federal District,Brazil","átomo","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",1,"https://brasilescola.uol.com.br/o-que-e/quimica/o-que-e-atomo.htm","brasilescola.uol.com.br","uol.com.br",1,1,5,6,1,2,2,2,2,"5.6",4.5,1.75,0.838936452147274
"20","Portuguese","Brasilia,Federal District,Brazil","átomo","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",2,"https://www.todamateria.com.br/atomo/","www.todamateria.com.br","todamateria.com.br",1,1,5,6,1,3,2,3,2,"5,6,7,8,9",8,3.5,0.838936452147274
"20","Portuguese","Brasilia,Federal District,Brazil","átomo","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",4,"https://mundoeducacao.uol.com.br/quimica/atomo.htm","mundoeducacao.uol.com.br","uol.com.br",1,1,5,6,1,2,2,3,2,"5,6,7,9",7.5,3.25,0.838936452147274
"20","Portuguese","Brasilia,Federal District,Brazil","átomo","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",9,"https://querobolsa.com.br/enem/quimica/atomo","querobolsa.com.br","querobolsa.com.br",1,1,5,6,4,2,2,3,2,"5,6,7,9",8.5,4.25,0.838936452147274
"20","Portuguese","Lisbon,Lisbon,Portugal","átomo","Canonical Scientific Issues","pt","pt-PT","pt","4.12.2022",10,"https://www.infopedia.pt/dicionarios/lingua-portuguesa/%C3%A1tomo","www.infopedia.pt","infopedia.pt",1,1,1,10,1,1,2,3,1,"1",5,2.5,1
"28","Portuguese","Brasilia,Federal District,Brazil","energia","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",1,"https://www.eletronuclear.gov.br/Sociedade-e-Meio-Ambiente/Espaco-do-Conhecimento/Paginas/O-que-e-Energia.aspx","www.eletronuclear.gov.br","eletronuclear.gov.br",1,1,5,12,1,1,2,2,3,"5",5,2.25,0.80208325714359
"28","Portuguese","Lisbon,Lisbon,Portugal","energia","Canonical Scientific Issues","pt","pt-PT","pt","4.12.2022",2,"https://www.erse.pt/simuladores/precos-de-energia/","www.erse.pt","erse.pt",1,1,5,1,1,1,2,3,3,"5,6,7",8,3.5,0.968256014089808
"28","Portuguese","Brasilia,Federal District,Brazil","energia","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",2,"https://brasilescola.uol.com.br/o-que-e/fisica/o-que-e-energia.htm","brasilescola.uol.com.br","uol.com.br",1,1,5,6,1,3,2,3,2,"6",5,2.25,0.80208325714359
"28","Portuguese","Lisbon,Lisbon,Portugal","energia","Canonical Scientific Issues","pt","pt-PT","pt","4.12.2022",3,"https://eco.sapo.pt/2022/12/03/ucrania-pede-a-populacao-que-aguente-os-constantes-cortes-de-energia/","eco.sapo.pt","sapo.pt",1,1,1,11,4,2,2,3,3,"3",6.5,3.75,0.968256014089808
"28","Portuguese","Brasilia,Federal District,Brazil","energia","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",3,"https://www.energisa.com.br/","www.energisa.com.br","energisa.com.br",3,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.80208325714359
"28","Portuguese","Brasilia,Federal District,Brazil","energia","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",4,"https://www.opovo.com.br/noticias/mundo/2022/12/03/autoridades-ucranianas-pedem-a-populacao-que-resista-a-cortes-de-energia.html","www.opovo.com.br","opovo.com.br",3,1,1,11,4,2,2,3,3,"1",6.5,3.75,0.80208325714359
"28","Portuguese","Lisbon,Lisbon,Portugal","energia","Canonical Scientific Issues","pt","pt-PT","pt","4.12.2022",7,"https://www.youtube.com/watch?v=3VLPyOLC1nc","www.youtube.com","youtube.com",2,1,3,14,4,3,2,3,2,"3,4,5,6,7",9,4.25,0.968256014089808
"28","Portuguese","Brasilia,Federal District,Brazil","energia","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",9,"https://quatrorodas.abril.com.br/noticias/suica-pode-proibir-carros-eletricos-para-economizar-energia-no-inverno/","quatrorodas.abril.com.br","abril.com.br",3,1,5,11,4,2,2,3,3,"5,6.7",8.5,4.25,0.80208325714359
"28","Portuguese","Lisbon,Lisbon,Portugal","energia","Canonical Scientific Issues","pt","pt-PT","pt","4.12.2022",10,"https://www.adene.pt/energia/","www.adene.pt","adene.pt",1,1,5,1,1,1,2,3,3,"5,6",8,3.5,0.968256014089808
"28","Portuguese","Lisbon,Lisbon,Portugal","energia","Canonical Scientific Issues","pt","pt-PT","pt","4.12.2022",11,"https://www.edp.pt/particulares/","www.edp.pt","edp.pt",1,1,1,12,1,1,2,3,3,"5,6",7,3,0.968256014089808
"28","Portuguese","Lisbon,Lisbon,Portugal","energia","Canonical Scientific Issues","pt","pt-PT","pt","4.12.2022",12,"https://www.dgeg.gov.pt/pt/areas-setoriais/energia/energia-eletrica/","www.dgeg.gov.pt","dgeg.gov.pt",1,1,5,1,1,1,2,3,3,"5,6",8,3.5,0.968256014089808
"28","Portuguese","Brasilia,Federal District,Brazil","energia","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",15,"https://www.cpfl.com.br/","www.cpfl.com.br","cpfl.com.br",1,4,5,12,1,1,0,0,3,"6",3,1.25,0.80208325714359
"29","Portuguese","Brasilia,Federal District,Brazil","peso","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",1,"https://brasilescola.uol.com.br/o-que-e/fisica/o-que-e-peso.htm","brasilescola.uol.com.br","uol.com.br",1,1,5,6,1,2,2,3,2,"5,6,7",6.5,2.75,0.837034079430334
"29","Portuguese","Brasilia,Federal District,Brazil","peso","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",3,"https://brasilescola.uol.com.br/matematica/peso-x-massa.htm","brasilescola.uol.com.br","uol.com.br",1,1,5,6,1,3,2,3,2,"5.7",6,2.75,0.837034079430334
"29","Portuguese","Brasilia,Federal District,Brazil","peso","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",4,"https://www.tuasaude.com/peso-ideal/","www.tuasaude.com","tuasaude.com",1,1,5,9,4,3,2,3,3,"5,6,8.9",12,6,0.837034079430334
"29","Portuguese","Brasilia,Federal District,Brazil","peso","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",10,"https://www.netshoes.com.br/busca/peso-de-malhar","www.netshoes.com.br","netshoes.com.br",1,4,5,12,1,1,0,0,3,"5.6",5,2,0.837034079430334
"29","Portuguese","Lisbon,Lisbon,Portugal","peso","Canonical Scientific Issues","pt","pt-PT","pt","4.12.2022",10,"https://www.nivea.pt/conselhos/pele-bonita/calcular-imc-0NRP0","www.nivea.pt","nivea.pt",1,1,5,12,1,1,2,3,3,"5,6,7",7,3,1
"35","Portuguese","Brasilia,Federal District,Brazil","sistema solar","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",1,"https://brasilescola.uol.com.br/geografia/sistema-solar.htm","brasilescola.uol.com.br","uol.com.br",1,1,5,6,1,3,2,3,2,"5,6,7,9",7,3,0.9384563660533
"35","Portuguese","Brasilia,Federal District,Brazil","sistema solar","Canonical Scientific Issues","pt","pt-BR","br","4.12.2022",3,"https://www.todamateria.com.br/sistema-solar/","www.todamateria.com.br","todamateria.com.br",1,1,5,6,1,3,2,3,2,"5,6,7,9",9,4,0.9384563660533
